dataroot: acds/benchmarks/raw/, resultroot: spiking_arch/results/baseline, resultsuffix: , n_hid: 256, batch: 128, lag: 1, dt: 0.042, gamma: 2.7, epsilon: 4.7, gamma_range: 2.7, epsilon_range: 4.7, cpu: False, esn: False, ron: False, pron: False, mspron: False, sron: False, liquidron: True, mixron: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, use_test: False, trials: 1, topology: full, sparsity: 0.0, reservoir_scaler: 1.0, threshold: 0.009, rc: 0.5, reset: 0.0, bias: 0.5, perc: 0.5, train: ['0.19'] test: ['0.19']mean/std train: (np.float64(0.18561521172523499), np.float64(0.0)) mean/std test: (np.float64(0.18525433540344238), np.float64(0.0))
dataroot: acds/benchmarks/raw, resultroot: spiking_arch/results/baseline, resultsuffix: , n_hid: 256, batch: 128, lag: 1, dt: 0.042, gamma: 2.7, epsilon: 4.7, gamma_range: 2.7, epsilon_range: 4.7, cpu: False, esn: False, ron: False, pron: False, mspron: False, sron: False, liquidron: True, mixron: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, use_test: False, trials: 1, topology: full, sparsity: 0.0, reservoir_scaler: 1.0, threshold: 0.5, rc: 2.0, reset: 0.001, bias: 0.01, perc: 0.5, train: ['0.00441'] test: ['0.00441']mean/std train: (np.float64(0.004410096909850836), np.float64(0.0)) mean/std test: (np.float64(0.004412243142724037), np.float64(0.0))
dataroot: acds/benchmarks/raw, resultroot: spiking_arch/results/baseline, resultsuffix: , n_hid: 256, batch: 128, lag: 1, dt: 0.042, gamma: 2.7, epsilon: 4.7, gamma_range: 2.7, epsilon_range: 4.7, cpu: False, esn: False, ron: False, pron: False, mspron: False, sron: False, liquidron: True, mixron: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, use_test: False, trials: 1, topology: full, sparsity: 0.0, reservoir_scaler: 1.0, threshold: 0.009, rc: 7.0, reset: 0.0, bias: 0.5, perc: 0.5, train: ['0.00435'] test: ['0.00435']mean/std train: (np.float64(0.004346278961747885), np.float64(0.0)) mean/std test: (np.float64(0.004347754176706076), np.float64(0.0))
dataroot: acds/benchmarks/raw, resultroot: spiking_arch/results/baseline, resultsuffix: , n_hid: 256, batch: 128, lag: 1, dt: 0.042, gamma: 2.7, epsilon: 4.7, gamma_range: 2.7, epsilon_range: 4.7, cpu: False, esn: False, ron: False, pron: False, mspron: False, sron: False, liquidron: True, mixron: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, use_test: False, trials: 1, topology: full, sparsity: 0.0, reservoir_scaler: 1.0, threshold: 0.005, rc: 8.0, reset: 0.0, bias: 0.5, perc: 0.5, train: ['0.00436'] test: ['0.00436']mean/std train: (np.float64(0.0043602376244962215), np.float64(0.0)) mean/std test: (np.float64(0.004360607359558344), np.float64(0.0))
dataroot: acds/benchmarks/raw, resultroot: spiking_arch/results/baseline, resultsuffix: , n_hid: 256, batch: 128, lag: 1, dt: 0.042, gamma: 2.7, epsilon: 4.7, gamma_range: 2.7, epsilon_range: 4.7, cpu: False, esn: False, ron: False, pron: False, mspron: False, sron: False, liquidron: True, mixron: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, use_test: False, trials: 1, topology: full, sparsity: 0.0, reservoir_scaler: 1.0, threshold: 0.009, rc: 7.0, reset: 0.0, bias: 0.5, perc: 0.5, train: ['0.00435'] test: ['0.00435']mean/std train: (np.float64(0.004347578622400761), np.float64(0.0)) mean/std test: (np.float64(0.0043498133309185505), np.float64(0.0))
dataroot: acds/benchmarks/raw, resultroot: spiking_arch/results/baseline, resultsuffix: , n_hid: 256, batch: 128, lag: 1, dt: 0.042, gamma: 2.7, epsilon: 4.7, gamma_range: 2.7, epsilon_range: 4.7, cpu: False, esn: False, ron: False, pron: False, mspron: False, sron: False, liquidron: True, mixron: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, use_test: False, trials: 1, topology: full, sparsity: 0.0, reservoir_scaler: 1.0, threshold: 0.009, rc: 7.0, reset: 0.0, bias: 0.5, perc: 0.5, train: ['0.00435'] test: ['0.00435']mean/std train: (np.float64(0.004346457310020924), np.float64(0.0)) mean/std test: (np.float64(0.004347690846771002), np.float64(0.0))
dataroot: acds/benchmarks/raw, resultroot: spiking_arch/results/baseline, resultsuffix: , n_hid: 256, batch: 128, lag: 1, dt: 0.042, gamma: 2.7, epsilon: 4.7, gamma_range: 2.7, epsilon_range: 4.7, cpu: False, esn: False, ron: False, pron: False, mspron: False, sron: False, liquidron: True, mixron: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, use_test: False, trials: 1, topology: full, sparsity: 0.0, reservoir_scaler: 1.0, threshold: 0.009, rc: 0.1, reset: 0.0, bias: 0.5, perc: 0.5, train: ['0.00574'] test: ['0.00574']mean/std train: (np.float64(0.00573814008384943), np.float64(0.0)) mean/std test: (np.float64(0.005743454210460186), np.float64(0.0))
dataroot: acds/benchmarks/raw, resultroot: spiking_arch/results/baseline, resultsuffix: , n_hid: 256, batch: 128, lag: 1, dt: 0.042, gamma: 2.7, epsilon: 4.7, gamma_range: 2.7, epsilon_range: 4.7, cpu: False, esn: False, ron: False, pron: False, mspron: False, sron: False, liquidron: True, mixron: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, use_test: False, trials: 1, topology: full, sparsity: 0.0, reservoir_scaler: 1.0, threshold: 0.009, rc: 7.0, reset: 0.0, bias: 0.5, perc: 0.5, train: ['0.00549'] test: ['0.00549']mean/std train: (np.float64(0.005486809182912111), np.float64(0.0)) mean/std test: (np.float64(0.005488994065672159), np.float64(0.0))
dataroot: acds/benchmarks/raw, resultroot: spiking_arch/results/baseline, resultsuffix: , n_hid: 256, batch: 128, lag: 1, dt: 0.042, gamma: 2.7, epsilon: 4.7, gamma_range: 2.7, epsilon_range: 4.7, cpu: False, esn: False, ron: False, pron: False, mspron: False, sron: False, liquidron: True, mixron: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, use_test: False, trials: 1, topology: full, sparsity: 0.0, reservoir_scaler: 1.0, threshold: 0.5, rc: 5.0, reset: 0.0, bias: 0.02, perc: 0.5, train: ['0.00524'] test: ['0.00524']mean/std train: (np.float64(0.005242669954895973), np.float64(0.0)) mean/std test: (np.float64(0.00524359242990613), np.float64(0.0))
dataroot: acds/benchmarks/raw, resultroot: spiking_arch/results/baseline, resultsuffix: , n_hid: 256, batch: 128, lag: 1, dt: 0.042, gamma: 2.7, epsilon: 4.7, gamma_range: 2.7, epsilon_range: 4.7, cpu: False, esn: False, ron: False, pron: False, mspron: False, sron: False, liquidron: True, mixron: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, use_test: False, trials: 1, topology: full, sparsity: 0.0, reservoir_scaler: 1.0, threshold: 0.2, rc: 5.0, reset: 0.0, bias: 0.02, perc: 0.5, train: ['0.00517'] test: ['0.00518']mean/std train: (np.float64(0.005174719728529453), np.float64(0.0)) mean/std test: (np.float64(0.005175531841814518), np.float64(0.0))
dataroot: acds/benchmarks/raw, resultroot: spiking_arch/results/baseline, resultsuffix: , n_hid: 256, batch: 128, lag: 1, dt: 0.042, gamma: 2.7, epsilon: 4.7, gamma_range: 2.7, epsilon_range: 4.7, cpu: False, esn: False, ron: False, pron: False, mspron: False, sron: False, liquidron: True, mixron: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, use_test: False, trials: 1, topology: full, sparsity: 0.0, reservoir_scaler: 1.0, threshold: 0.1, rc: 5.0, reset: 0.0, bias: 0.02, perc: 0.5, train: ['0.00527'] test: ['0.00527']mean/std train: (np.float64(0.00526542728766799), np.float64(0.0)) mean/std test: (np.float64(0.005266370251774788), np.float64(0.0))
dataroot: acds/benchmarks/raw, resultroot: spiking_arch/results/baseline, resultsuffix: , n_hid: 256, batch: 128, lag: 1, dt: 0.042, gamma: 2.7, epsilon: 4.7, gamma_range: 2.7, epsilon_range: 4.7, cpu: False, esn: False, ron: False, pron: False, mspron: False, sron: False, liquidron: True, mixron: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, use_test: False, trials: 1, topology: full, sparsity: 0.0, reservoir_scaler: 1.0, threshold: 0.09, rc: 5.0, reset: 0.0, bias: 0.02, perc: 0.5, train: ['0.00523'] test: ['0.00523']mean/std train: (np.float64(0.005228800233453512), np.float64(0.0)) mean/std test: (np.float64(0.005229704547673464), np.float64(0.0))
dataroot: acds/benchmarks/raw, resultroot: spiking_arch/results/baseline, resultsuffix: , n_hid: 256, batch: 128, lag: 1, dt: 0.042, gamma: 2.7, epsilon: 4.7, gamma_range: 2.7, epsilon_range: 4.7, cpu: False, esn: False, ron: False, pron: False, mspron: False, sron: False, liquidron: True, mixron: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, use_test: False, trials: 1, topology: full, sparsity: 0.0, reservoir_scaler: 1.0, threshold: 0.05, rc: 5.0, reset: 0.0, bias: 0.02, perc: 0.5, train: ['0.00525'] test: ['0.00525']mean/std train: (np.float64(0.005254036281257868), np.float64(0.0)) mean/std test: (np.float64(0.005254966206848621), np.float64(0.0))
dataroot: acds/benchmarks/raw, resultroot: spiking_arch/results/baseline, resultsuffix: , n_hid: 256, batch: 128, lag: 1, dt: 0.042, gamma: 2.7, epsilon: 4.7, gamma_range: 2.7, epsilon_range: 4.7, cpu: False, esn: False, ron: False, pron: False, mspron: False, sron: False, liquidron: True, mixron: False, inp_scaling: 1.0, rho: 0.99, leaky: 1.0, use_test: False, trials: 1, topology: full, sparsity: 0.0, reservoir_scaler: 1.0, threshold: 0.009, rc: 7.0, reset: 0.0, bias: 0.02, perc: 0.5, train: ['0.00554'] test: ['0.00554']mean/std train: (np.float64(0.0055400300770998), np.float64(0.0)) mean/std test: (np.float64(0.005542268045246601), np.float64(0.0))
